event,dt,user_id,id
add,2021-06-01,1,1163786
add,2021-06-01,1,66612
add,2021-06-01,1,1034596
add,2021-06-01,1,1152760
add,2021-06-01,1,16168
add,2021-06-01,1,308565
add,2021-06-01,1,69236
add,2021-06-01,1,1192572
add,2021-06-01,1,662381
add,2021-06-01,1,332582
add,2021-06-01,1,371518
add,2021-06-01,1,1262315
add,2021-06-01,1,457964
add,2021-06-01,1,769130
add,2021-06-01,1,1415441
add,2021-06-01,1,1171543
add,2021-06-01,1,118252
add,2021-06-01,1,2015554
add,2021-06-03,1,1620254
add,2021-06-03,1,285
add,2021-06-03,1,2005804
add,2021-06-03,1,1599253
add,2021-06-03,1,298100
add,2021-06-03,1,711802
add,2021-06-07,1,466460
add,2021-06-10,1,2002584
add,2021-06-10,1,1806420
add,2021-06-10,1,1031755
add,2021-06-10,1,341373
add,2021-06-10,1,1611239
add,2021-07-09,1,1774354
add,2021-07-12,1,1554547
add,2021-07-12,1,797750
add,2021-07-12,1,1974072
add,2021-07-12,1,377859
add,2021-07-12,1,1136112
add,2021-07-12,1,1582384
add,2021-07-12,1,1712607
add,2021-07-12,1,300746
add,2021-07-12,1,589073
add,2021-07-12,1,1571047
add,2021-07-12,1,2008175
add,2021-07-12,1,316340
add,2021-07-12,1,1698323
add,2021-07-12,1,1460709
add,2021-07-12,1,1142685
add,2021-07-12,1,1442187
add,2021-07-12,1,1030502
add,2021-07-12,1,1935873
add,2021-07-12,1,236971
add,2021-07-12,1,1442177
add,2021-07-12,1,1197633
add,2021-07-12,1,340752
add,2021-07-12,1,191624
add,2021-07-12,1,1593377
add,2021-07-12,1,1844099
add,2021-07-12,1,1977360
add,2021-07-12,1,1445861
add,2021-07-12,1,1668976
add,2021-07-12,1,992150
add,2021-07-12,1,2116834
add,2021-07-12,1,1974280
add,2021-07-12,1,2116906
add,2021-07-12,1,859663
add,2021-07-12,1,1412911
add,2021-07-12,1,2116646
add,2021-07-12,1,1830652
add,2021-07-12,1,1167099
add,2021-07-12,1,1655153
add,2021-07-12,1,1859431
add,2021-07-12,1,244644
add,2021-07-12,1,87521
add,2021-07-12,1,243949
add,2021-07-12,1,750929
add,2021-07-12,1,381308
add,2021-07-12,1,386693
add,2021-07-12,1,1820706
add,2021-07-12,1,1752465
add,2021-07-12,1,1902383
add,2021-07-12,1,1755340
add,2021-07-12,1,1451545
add,2021-07-12,1,1036131
add,2021-07-12,1,1151164
add,2021-07-12,1,1962235
add,2021-07-12,1,826388
add,2021-07-12,1,1748746
add,2021-07-12,1,459801
add,2021-07-14,1,1767589
add,2021-07-14,1,35788
add,2021-07-14,1,2102416
add,2021-07-19,1,2105639
add,2021-08-24,1,1565659
add,2021-08-24,1,1567169
add,2021-08-24,1,496324
add,2021-08-24,1,1024471
add,2021-08-24,1,2102938
add,2021-08-24,1,1966583
add,2021-08-24,1,2681465
add,2021-08-24,1,1858264
add,2021-08-24,1,523280
add,2021-08-24,1,938525
add,2021-08-24,1,2025298
add,2021-08-24,1,1909680
add,2021-08-27,1,1852289
add,2021-08-27,1,1866094
add,2021-08-27,1,1863877
add,2021-08-27,1,1725278
add,2021-08-27,1,995980
add,2021-08-27,1,1088808
add,2021-08-27,1,1101472
add,2021-08-31,1,1421858
add,2021-08-31,1,2091438
add,2021-08-31,1,97539
add,2021-08-31,1,1421874
add,2021-08-31,1,2090242
add,2021-08-31,1,1829191
add,2021-08-31,1,1834229
add,2021-09-01,1,16054
add,2021-09-01,1,1971957
add,2021-09-07,1,2524364
add,2021-09-07,1,2524365
add,2021-09-07,1,182830
add,2021-09-07,1,1397951
add,2021-09-07,1,1951187
add,2021-09-07,1,2110818
add,2021-09-07,1,44541
add,2021-09-07,1,953481
add,2021-09-07,1,2099382
add,2021-09-07,1,1652841
add,2021-09-07,1,2507272
add,2021-09-07,1,228473
add,2021-09-07,1,428228
create_order,2021-05-31,1,1057627
add,2021-07-21,2,1652011
add,2021-07-21,2,12556
add,2021-07-21,2,352956
add,2021-07-21,2,871755
add,2021-07-22,2,6135
add,2021-07-22,2,6128
add,2021-07-22,2,1650986
add,2021-07-22,2,871094
add,2021-07-22,2,274367
add,2021-07-22,2,2107090
add,2021-07-22,2,2111674
add,2021-07-22,2,1818996
add,2021-07-22,2,1421694
add,2021-07-24,2,2088604
add,2021-07-24,2,2119021
add,2021-07-30,2,1721723
add,2021-07-30,2,265283
add,2021-07-30,2,2522473
add,2021-07-30,2,1847411
add,2021-07-30,2,1801641
add,2021-07-30,2,42235
add,2021-07-30,2,1853920
add,2021-07-30,2,265277
add,2021-07-30,2,1962235
add,2021-07-31,2,2111686
add,2021-07-31,2,1594174
add,2021-07-31,2,2510920
add,2021-08-05,2,2113053
add,2021-08-05,2,1957742
add,2021-08-05,2,1648003
add,2021-08-05,2,2522594
add,2021-08-05,2,2111270
add,2021-08-05,2,1565662
add,2021-08-05,2,1554637
add,2021-08-05,2,1863356
add,2021-08-05,2,1554638
add,2021-08-05,2,1055787
add,2021-08-05,2,1863382
add,2021-08-05,2,1554631
add,2021-08-05,2,1554632
add,2021-08-05,2,2005551
add,2021-08-06,2,1210981
add,2021-08-06,2,1569973
add,2021-08-07,2,2109774
add,2021-08-07,2,735129
add,2021-08-07,2,1323524
add,2021-08-22,2,1600025
add,2021-08-22,2,266291
add,2021-08-22,2,2111224
add,2021-08-22,2,1595834
add,2021-08-22,2,1653518
add,2021-08-22,2,12651
add,2021-08-22,2,1429919
add,2021-08-23,2,2005595
add,2021-08-24,2,1954135
add,2021-08-24,2,2097031
add,2021-08-24,2,1238
add,2021-08-24,2,1224064
add,2021-08-24,2,1610570
add,2021-08-27,2,2496123
add,2021-08-27,2,1652350
add,2021-08-27,2,1653149
add,2021-08-27,2,267615
add,2021-08-27,2,2024605
add,2021-08-27,2,1001703
add,2021-08-27,2,961371
add,2021-08-28,2,1588519
add,2021-08-28,2,1652993
add,2021-08-29,2,1863048
add,2021-08-29,2,2522648
add,2021-08-31,2,906231
add,2021-09-05,2,2496376
add,2021-09-05,2,1445920
create_order,2021-07-15,3,1317119
create_order,2021-07-15,3,1950615
create_order,2021-07-15,3,1863755
create_order,2021-07-15,3,982873
create_order,2021-07-15,3,1385528
create_order,2021-07-15,3,1829489
create_order,2021-07-15,3,1768309
create_order,2021-07-15,3,1487920
create_order,2021-07-15,3,373921
create_order,2021-07-15,3,1772553
create_order,2021-07-15,3,1244742
create_order,2021-07-15,3,1039709
create_order,2021-07-15,3,1174011
create_order,2021-07-15,3,1262990
create_order,2021-05-14,4,14064
create_order,2021-05-14,4,2015870
create_order,2021-05-14,4,397764
create_order,2021-05-14,4,1374730
create_order,2021-05-14,4,1402788
create_order,2021-06-05,4,1537553
create_order,2021-06-05,4,1475890
create_order,2021-06-05,4,1613237
create_order,2021-06-13,4,901484
create_order,2021-06-18,4,715324
create_order,2021-06-26,4,2097538
create_order,2021-06-26,4,2016513
create_order,2021-07-14,4,22164
add,2021-05-19,5,77275
add,2021-05-19,5,1854823
add,2021-05-19,5,1794029
add,2021-05-19,5,1657390
add,2021-05-19,5,1905644
add,2021-05-19,5,2012242
add,2021-05-19,5,1791728
add,2021-05-19,5,12543
add,2021-05-19,5,1954188
add,2021-05-19,5,1823420
add,2021-05-19,5,1322671
add,2021-05-19,5,585604
add,2021-05-19,5,1250869
add,2021-05-19,5,1764705
add,2021-05-19,5,2018432
add,2021-05-19,5,1148159
add,2021-05-19,5,1673041
add,2021-05-19,5,29650
add,2021-05-19,5,1731560
add,2021-05-19,5,428900
add,2021-05-19,5,1824757
add,2021-05-19,5,1610575
add,2021-05-19,5,326308
add,2021-05-19,5,2015275
add,2021-05-19,5,67396
add,2021-05-19,5,1301263
add,2021-05-20,5,1266559
add,2021-05-20,5,1266594
add,2021-05-22,5,1047232
add,2021-05-22,5,839872
add,2021-05-22,5,1924027
add,2021-05-22,5,244385
add,2021-05-22,5,576681
add,2021-05-22,5,1740295
add,2021-05-22,5,1837330
add,2021-05-22,5,1049380
add,2021-05-22,5,1814545
add,2021-05-22,5,1916932
add,2021-05-22,5,877301
add,2021-05-22,5,1651893
add,2021-05-22,5,1043276
add,2021-05-22,5,1554327
add,2021-05-22,5,1690608
add,2021-05-22,5,1788321
add,2021-05-22,5,1714821
add,2021-05-22,5,1443118
add,2021-05-22,5,6813
add,2021-05-22,5,975529
add,2021-05-22,5,1341935
add,2021-05-22,5,1760681
add,2021-05-22,5,1087957
add,2021-05-22,5,748826
add,2021-05-22,5,903874
add,2021-05-22,5,1831136
add,2021-05-22,5,865931
add,2021-05-22,5,1785910
add,2021-05-22,5,1344536
add,2021-05-28,5,998311
add,2021-05-28,5,187201
add,2021-05-30,5,2000251
add,2021-07-07,5,1067334
add,2021-07-07,5,1469233
add,2021-07-10,5,1512269
create_order,2021-05-17,5,412072
create_order,2021-05-17,5,1838299
create_order,2021-05-17,5,1866745
create_order,2021-05-17,5,1137535
create_order,2021-05-17,5,1065886
create_order,2021-05-17,5,1582607
create_order,2021-05-18,5,1132823
create_order,2021-05-18,5,22755
create_order,2021-05-18,5,22757
create_order,2021-05-18,5,262666
create_order,2021-05-18,5,115418
create_order,2021-05-18,5,11698
create_order,2021-05-18,5,270142
create_order,2021-05-22,5,65408
create_order,2021-05-22,5,1084303
create_order,2021-05-22,5,839628
create_order,2021-05-22,5,397955
create_order,2021-05-28,5,1662514
create_order,2021-05-28,5,1662570
create_order,2021-05-28,5,101066
create_order,2021-05-28,5,1663008
add,2021-07-21,6,2098909
add,2021-07-21,6,2121645
add,2021-07-21,6,900154
add,2021-07-21,6,1971898
add,2021-07-21,6,322278
add,2021-07-21,6,1568815
add,2021-07-21,6,2519390
add,2021-07-21,6,365540
add,2021-07-21,6,2116089
add,2021-07-21,6,1593339
add,2021-07-21,6,2325078
add,2021-07-21,6,1605590
add,2021-07-29,6,1749101
add,2021-07-29,6,2334976
add,2021-07-29,6,137160
add,2021-07-29,6,2006552
add,2021-07-29,6,2260630
add,2021-07-29,6,917062
add,2021-07-29,6,996643
add,2021-07-29,6,946353
add,2021-07-29,6,1065103
add,2021-07-29,6,2499662
add,2021-07-29,6,1035074
add,2021-07-29,6,1570690
add,2021-07-29,6,258747
add,2021-07-29,6,1436362
add,2021-07-29,6,637881
add,2021-07-29,6,998959
add,2021-08-18,6,2873820
add,2021-08-18,6,281739
add,2021-08-18,6,1296418
add,2021-08-18,6,1598776
add,2021-08-18,6,17080
add,2021-08-22,6,1172121
add,2021-08-22,6,505951
add,2021-08-22,6,196585
add,2021-08-23,6,2881693
add,2021-08-23,6,1188320
add,2021-08-23,6,1202526
add,2021-08-23,6,2104056
add,2021-08-23,6,118635
add,2021-08-23,6,2012199
add,2021-08-23,6,27341
add,2021-08-23,6,13044
add,2021-08-23,6,233664
add,2021-08-23,6,174048
add,2021-08-23,6,172722
add,2021-08-23,6,20354
add,2021-08-23,6,1811945
add,2021-08-23,6,1056813
add,2021-08-23,6,2520928
add,2021-08-25,6,1605386
create_order,2021-06-06,6,894697
create_order,2021-06-06,6,1558640
create_order,2021-06-06,6,964146
create_order,2021-06-06,6,1033146
create_order,2021-07-21,6,571605
create_order,2021-07-21,6,2509520
create_order,2021-07-21,6,1348281
create_order,2021-07-21,6,344187
create_order,2021-07-21,6,217366
create_order,2021-07-21,6,361533
create_order,2021-07-21,6,2085237
create_order,2021-07-21,6,1067693
create_order,2021-07-21,6,1813287
create_order,2021-07-21,6,672642
create_order,2021-07-21,6,253034
create_order,2021-07-21,6,1031959
create_order,2021-07-21,6,1849212
